1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
3	0.0000	0.0000	0.0000	0.0000	-21.7200	0.0000
4	0.0000	0.0000	0.0000	0.0000	-27.3200	0.0000
5	0.0000	0.0000	-17.9500	0.0000	-29.9500	0.0000
6	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
7	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
8	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
9	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
10	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
11	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
12	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
13	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
14	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
15	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
16	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
17	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
18	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
19	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
20	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
21	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
23	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
24	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
25	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
26	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
27	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
28	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
29	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
30	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
31	0.0000	0.0000	0.0000	-43.8000	0.0000	0.0000
32	0.0000	19.2300	0.0000	-67.2100	20.7000	0.0000
33	0.0000	25.4400	20.0500	-85.1900	27.1600	0.0000
34	0.0000	28.3900	23.6700	-94.8800	31.9100	0.0000
35	0.0000	31.3300	27.6800	-105.5700	36.4300	0.0000
36	0.0000	33.8400	30.2000	-114.0400	39.2500	0.0000
37	0.0000	35.8600	32.4100	-120.2900	41.5500	0.0000
38	0.0000	38.3400	35.8000	-129.2200	46.3400	0.0000
39	0.0000	40.5400	38.8400	-138.4000	50.9200	0.0000
40	0.0000	42.9500	42.1300	-146.8000	55.0600	0.0000
41	0.0000	44.3600	44.3200	-152.1400	57.0600	0.0000
42	0.0000	46.7900	47.5600	-159.8600	59.5400	0.0000
43	0.0000	51.4500	53.0800	-173.9300	63.7500	0.0000
44	0.0000	56.4300	59.4200	-188.9800	68.8100	0.0000
45	0.0000	62.0100	66.3800	-205.2100	74.0100	0.0000
46	0.0000	68.5200	73.6100	-221.4900	76.7600	0.0000
47	0.0000	72.2900	81.5800	-239.3200	86.3200	0.0000
48	0.0000	76.5800	87.4000	-253.0400	92.2900	0.0000
49	0.0000	77.6500	90.4400	-261.6900	95.1400	0.0000
50	0.0000	79.5300	92.8000	-268.7700	95.6700	0.0000
51	0.0000	81.2000	93.9700	-273.8000	91.4800	0.0000
52	0.0000	82.6600	93.1400	-274.6700	82.4300	0.0000
53	0.0000	85.5000	94.2300	-276.6400	75.4100	0.0000
54	0.0000	86.6000	94.2100	-278.2400	69.2700	0.0000
55	0.0000	86.5100	93.0800	-276.5100	63.5500	0.0000
56	0.0000	85.9700	90.7600	-271.2600	57.0500	0.0000
57	0.0000	83.8600	86.5700	-263.9200	48.9300	0.0000
58	-17.9200	81.6000	79.5600	-250.4800	0.0000	0.0000
59	-21.6700	80.3800	74.8300	-241.6000	0.0000	-22.8100
60	-21.0300	77.6500	72.1400	-235.7200	0.0000	-24.4400
61	0.0000	72.8500	68.2900	-227.2100	0.0000	-24.6600
62	0.0000	68.8700	65.0600	-220.9500	0.0000	-25.5200
63	0.0000	66.2700	62.8400	-216.1700	0.0000	-26.4800
64	0.0000	62.9500	59.7000	-209.2200	-27.9300	-28.5600
65	0.0000	60.2200	56.4100	-202.1000	-35.8700	-30.9100
66	0.0000	57.8000	55.1300	-197.5700	-41.0000	-33.6000
67	0.0000	56.0900	53.6900	-192.8000	-49.1800	-35.5900
68	0.0000	55.6600	51.9800	-188.5000	-64.7000	-38.1000
69	-20.1300	57.5600	52.4400	-186.3900	-82.3500	-43.7800
70	-35.2100	66.3300	58.3600	-184.1900	-111.6400	-53.4200
71	-43.8100	72.6800	62.6100	-184.6100	-131.6500	-56.7900
72	-50.9400	79.6400	66.1200	-186.7500	-146.5000	-59.6700
73	-63.1700	89.7500	73.1800	-191.5500	-166.4800	-64.5900
74	-75.4300	96.1400	79.3700	-192.0400	-192.7300	-68.1000
75	-84.1500	101.5700	85.1600	-197.9900	-207.7700	-66.4500
76	-96.2000	105.8500	91.3400	-201.1500	-230.6000	-68.7600
77	-105.0100	106.5500	93.6900	-200.1200	-241.3200	-73.0600
78	-108.5600	106.4300	95.0300	-199.5500	-238.8100	-76.5600
79	-110.7800	106.0400	94.8400	-198.6800	-236.2800	-79.2400
80	-112.1100	106.2200	93.9900	-195.5500	-235.6800	-82.0300
81	-113.8200	106.0600	93.0000	-192.3900	-234.7700	-83.4800
82	-113.1600	104.4900	91.1300	-189.1800	-225.6600	-82.1900
83	-105.6100	98.9700	86.6400	-182.2900	-200.7700	-76.9900
84	-86.3500	90.5900	75.4000	-171.1300	-150.7800	-60.0600
85	-62.1400	84.6300	55.5700	-144.4100	0.0000	-43.1600
86	-48.4200	72.0600	0.0000	-105.2400	0.0000	0.0000
87	-42.9100	65.0800	0.0000	-89.2100	-21.0400	0.0000
88	-36.0300	56.8200	0.0000	-72.4400	-22.3500	0.0000
89	0.0000	50.6200	0.0000	-61.6300	0.0000	0.0000
90	0.0000	44.7000	0.0000	0.0000	0.0000	0.0000
91	0.0000	40.0700	0.0000	0.0000	0.0000	0.0000
92	0.0000	37.3700	0.0000	0.0000	0.0000	0.0000
93	0.0000	36.8900	0.0000	-27.1400	-23.7100	0.0000
94	0.0000	37.9200	0.0000	-45.8200	-26.6400	0.0000
95	0.0000	43.2000	0.0000	-72.3700	-48.9200	0.0000
96	-24.2300	48.9800	17.6700	-85.4800	-77.8000	0.0000
97	-33.1200	53.8200	20.1400	-94.3000	-96.1300	0.0000
98	-42.1400	58.9700	22.1700	-101.7500	-115.7600	0.0000
